,image_id,path,diag,target,Class
28,Tumor- (602),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (602).jpg",Tumor,3,Tumor
29,Tumor- (1440),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1440).jpg",Tumor,3,Tumor
30,Tumor- (2214),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2214).jpg",Tumor,3,Tumor
31,Tumor- (1418),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1418).jpg",Tumor,3,Tumor
32,Tumor- (2130),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2130).jpg",Tumor,3,Tumor
33,Tumor- (237),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (237).jpg",Tumor,3,Tumor
34,Tumor- (358),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (358).jpg",Tumor,3,Tumor
35,Tumor- (1668),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1668).jpg",Tumor,3,Tumor
36,Tumor- (235),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (235).jpg",Tumor,3,Tumor
37,Tumor- (633),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (633).jpg",Tumor,3,Tumor
38,Tumor- (550),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (550).jpg",Tumor,3,Tumor
39,Tumor- (960),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (960).jpg",Tumor,3,Tumor
40,Tumor- (698),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (698).jpg",Tumor,3,Tumor
41,Tumor- (176),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (176).jpg",Tumor,3,Tumor
42,Tumor- (359),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (359).jpg",Tumor,3,Tumor
43,Tumor- (882),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (882).jpg",Tumor,3,Tumor
44,Tumor- (982),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (982).jpg",Tumor,3,Tumor
45,Tumor- (1588),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1588).jpg",Tumor,3,Tumor
46,Tumor- (735),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (735).jpg",Tumor,3,Tumor
47,Tumor- (1970),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1970).jpg",Tumor,3,Tumor
48,Tumor- (1787),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1787).jpg",Tumor,3,Tumor
49,Tumor- (2159),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2159).jpg",Tumor,3,Tumor
50,Tumor- (1469),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1469).jpg",Tumor,3,Tumor
51,Tumor- (273),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (273).jpg",Tumor,3,Tumor
52,Tumor- (96),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (96).jpg",Tumor,3,Tumor
53,Tumor- (1344),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1344).jpg",Tumor,3,Tumor
54,Tumor- (497),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (497).jpg",Tumor,3,Tumor
55,Tumor- (996),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (996).jpg",Tumor,3,Tumor
56,Tumor- (1913),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1913).jpg",Tumor,3,Tumor
57,Tumor- (1912),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1912).jpg",Tumor,3,Tumor
58,Tumor- (1496),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1496).jpg",Tumor,3,Tumor
59,Tumor- (1069),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1069).jpg",Tumor,3,Tumor
60,Tumor- (1631),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1631).jpg",Tumor,3,Tumor
61,Tumor- (940),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (940).jpg",Tumor,3,Tumor
62,Tumor- (1793),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1793).jpg",Tumor,3,Tumor
63,Tumor- (84),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (84).jpg",Tumor,3,Tumor
64,Tumor- (1914),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1914).jpg",Tumor,3,Tumor
65,Tumor- (2119),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2119).jpg",Tumor,3,Tumor
66,Tumor- (139),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (139).jpg",Tumor,3,Tumor
67,Tumor- (455),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (455).jpg",Tumor,3,Tumor
68,Tumor- (1071),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1071).jpg",Tumor,3,Tumor
69,Tumor- (428),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (428).jpg",Tumor,3,Tumor
70,Tumor- (708),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (708).jpg",Tumor,3,Tumor
71,Tumor- (2018),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2018).jpg",Tumor,3,Tumor
72,Tumor- (924),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (924).jpg",Tumor,3,Tumor
73,Tumor- (121),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (121).jpg",Tumor,3,Tumor
74,Tumor- (1375),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1375).jpg",Tumor,3,Tumor
75,Tumor- (2210),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2210).jpg",Tumor,3,Tumor
76,Tumor- (1213),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1213).jpg",Tumor,3,Tumor
77,Tumor- (656),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (656).jpg",Tumor,3,Tumor
78,Tumor- (1843),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1843).jpg",Tumor,3,Tumor
79,Tumor- (774),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (774).jpg",Tumor,3,Tumor
80,Tumor- (1477),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1477).jpg",Tumor,3,Tumor
81,Tumor- (1868),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1868).jpg",Tumor,3,Tumor
82,Tumor- (1405),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1405).jpg",Tumor,3,Tumor
83,Tumor- (481),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (481).jpg",Tumor,3,Tumor
84,Tumor- (1875),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1875).jpg",Tumor,3,Tumor
85,Tumor- (1311),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1311).jpg",Tumor,3,Tumor
86,Tumor- (1137),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1137).jpg",Tumor,3,Tumor
87,Tumor- (109),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (109).jpg",Tumor,3,Tumor
88,Tumor- (978),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (978).jpg",Tumor,3,Tumor
89,Tumor- (1934),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1934).jpg",Tumor,3,Tumor
90,Tumor- (294),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (294).jpg",Tumor,3,Tumor
91,Tumor- (1584),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1584).jpg",Tumor,3,Tumor
92,Tumor- (405),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (405).jpg",Tumor,3,Tumor
93,Tumor- (1878),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1878).jpg",Tumor,3,Tumor
94,Tumor- (1249),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1249).jpg",Tumor,3,Tumor
95,Tumor- (38),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (38).jpg",Tumor,3,Tumor
96,Tumor- (74),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (74).jpg",Tumor,3,Tumor
97,Tumor- (931),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (931).jpg",Tumor,3,Tumor
98,Tumor- (1463),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1463).jpg",Tumor,3,Tumor
99,Tumor- (563),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (563).jpg",Tumor,3,Tumor
100,Tumor- (1602),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1602).jpg",Tumor,3,Tumor
101,Tumor- (378),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (378).jpg",Tumor,3,Tumor
102,Tumor- (824),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (824).jpg",Tumor,3,Tumor
103,Tumor- (1986),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1986).jpg",Tumor,3,Tumor
104,Tumor- (433),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (433).jpg",Tumor,3,Tumor
105,Tumor- (1695),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1695).jpg",Tumor,3,Tumor
106,Tumor- (203),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (203).jpg",Tumor,3,Tumor
107,Tumor- (1743),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1743).jpg",Tumor,3,Tumor
108,Tumor- (1003),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1003).jpg",Tumor,3,Tumor
109,Tumor- (1322),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1322).jpg",Tumor,3,Tumor
110,Tumor- (1996),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1996).jpg",Tumor,3,Tumor
111,Tumor- (588),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (588).jpg",Tumor,3,Tumor
112,Tumor- (855),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (855).jpg",Tumor,3,Tumor
113,Tumor- (988),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (988).jpg",Tumor,3,Tumor
114,Tumor- (1090),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1090).jpg",Tumor,3,Tumor
115,Tumor- (1826),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1826).jpg",Tumor,3,Tumor
116,Tumor- (1092),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1092).jpg",Tumor,3,Tumor
117,Tumor- (202),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (202).jpg",Tumor,3,Tumor
118,Tumor- (1820),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1820).jpg",Tumor,3,Tumor
119,Tumor- (1669),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1669).jpg",Tumor,3,Tumor
120,Tumor- (1273),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1273).jpg",Tumor,3,Tumor
121,Tumor- (726),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (726).jpg",Tumor,3,Tumor
122,Tumor- (313),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (313).jpg",Tumor,3,Tumor
123,Tumor- (818),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (818).jpg",Tumor,3,Tumor
124,Tumor- (1187),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1187).jpg",Tumor,3,Tumor
125,Tumor- (1126),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1126).jpg",Tumor,3,Tumor
126,Tumor- (1315),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1315).jpg",Tumor,3,Tumor
127,Tumor- (984),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (984).jpg",Tumor,3,Tumor
128,Tumor- (1981),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1981).jpg",Tumor,3,Tumor
129,Tumor- (511),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (511).jpg",Tumor,3,Tumor
130,Tumor- (205),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (205).jpg",Tumor,3,Tumor
131,Tumor- (1505),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1505).jpg",Tumor,3,Tumor
132,Tumor- (2065),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2065).jpg",Tumor,3,Tumor
133,Tumor- (1437),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1437).jpg",Tumor,3,Tumor
134,Tumor- (410),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (410).jpg",Tumor,3,Tumor
135,Tumor- (1149),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1149).jpg",Tumor,3,Tumor
136,Tumor- (1427),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1427).jpg",Tumor,3,Tumor
137,Tumor- (1029),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1029).jpg",Tumor,3,Tumor
138,Tumor- (1110),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1110).jpg",Tumor,3,Tumor
139,Tumor- (1829),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1829).jpg",Tumor,3,Tumor
140,Tumor- (1059),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1059).jpg",Tumor,3,Tumor
141,Tumor- (1832),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1832).jpg",Tumor,3,Tumor
142,Tumor- (1731),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1731).jpg",Tumor,3,Tumor
143,Tumor- (833),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (833).jpg",Tumor,3,Tumor
144,Tumor- (819),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (819).jpg",Tumor,3,Tumor
145,Tumor- (1957),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1957).jpg",Tumor,3,Tumor
146,Tumor- (1197),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1197).jpg",Tumor,3,Tumor
147,Tumor- (127),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (127).jpg",Tumor,3,Tumor
148,Tumor- (907),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (907).jpg",Tumor,3,Tumor
149,Tumor- (1058),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1058).jpg",Tumor,3,Tumor
150,Tumor- (419),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (419).jpg",Tumor,3,Tumor
151,Tumor- (137),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (137).jpg",Tumor,3,Tumor
152,Tumor- (9),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (9).jpg",Tumor,3,Tumor
153,Tumor- (1691),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1691).jpg",Tumor,3,Tumor
154,Tumor- (1155),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1155).jpg",Tumor,3,Tumor
155,Tumor- (1706),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1706).jpg",Tumor,3,Tumor
156,Tumor- (1242),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1242).jpg",Tumor,3,Tumor
157,Tumor- (1177),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1177).jpg",Tumor,3,Tumor
158,Tumor- (1707),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1707).jpg",Tumor,3,Tumor
159,Tumor- (14),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (14).jpg",Tumor,3,Tumor
160,Tumor- (670),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (670).jpg",Tumor,3,Tumor
161,Tumor- (280),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (280).jpg",Tumor,3,Tumor
162,Tumor- (1676),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1676).jpg",Tumor,3,Tumor
163,Tumor- (939),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (939).jpg",Tumor,3,Tumor
164,Tumor- (2218),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2218).jpg",Tumor,3,Tumor
165,Tumor- (1615),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1615).jpg",Tumor,3,Tumor
166,Tumor- (172),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (172).jpg",Tumor,3,Tumor
167,Tumor- (983),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (983).jpg",Tumor,3,Tumor
168,Tumor- (815),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (815).jpg",Tumor,3,Tumor
169,Tumor- (215),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (215).jpg",Tumor,3,Tumor
170,Tumor- (1193),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1193).jpg",Tumor,3,Tumor
171,Tumor- (1328),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1328).jpg",Tumor,3,Tumor
172,Tumor- (131),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (131).jpg",Tumor,3,Tumor
173,Tumor- (256),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (256).jpg",Tumor,3,Tumor
174,Tumor- (1856),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1856).jpg",Tumor,3,Tumor
175,Tumor- (2225),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (2225).jpg",Tumor,3,Tumor
176,Tumor- (465),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (465).jpg",Tumor,3,Tumor
177,Tumor- (1348),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1348).jpg",Tumor,3,Tumor
178,Tumor- (236),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (236).jpg",Tumor,3,Tumor
179,Tumor- (1452),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (1452).jpg",Tumor,3,Tumor
180,Tumor- (293),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/TUMOR/Tumor- (293).jpg",Tumor,3,Tumor
